0,1,2,3,4,5,6,7,8,9
4.3360977,-0.81883204,-2.2901478,-0.7234282,-0.75617206,0.19560549,-0.8753144,0.15451485,-0.59502834,0.27217034
3.6743877,-1.16728,-1.8610377,0.028169513,-0.79006606,0.36649415,-0.32950547,0.4558002,0.6293762,-0.12943539
4.062948,-1.028883,-1.326725,-0.9109694,-0.30520976,-0.62372535,-0.4625601,0.19131713,0.55058527,-0.5638982
3.9052508,-1.1563288,-1.3717273,0.9284514,0.6366939,0.11389817,-0.70120573,1.1307833,0.12829912,-0.490996
3.6864774,-0.3962576,-1.1760327,-2.1698816,-0.18427353,-0.659055,0.41932127,0.053809397,-0.39422032,0.23149103
1.4350849,-1.5071894,-0.12945326,0.8380933,1.5115247,-0.9269618,0.05356215,0.8549752,0.5875873,-0.373011
-0.26137486,-0.7771978,-0.46020722,2.7974982,2.11527,1.5680285,-0.6306796,1.08903,0.6103039,0.055611424
1.5286584,-0.70809513,-1.4292057,1.1864048,1.1825289,-0.06469496,-0.38986725,0.24182159,0.16885605,-0.57533354
1.87099,-1.0140296,1.1960602,0.16140158,0.5719672,-0.23263657,-0.06577095,0.41920552,0.90998477,-1.5219735
2.483226,-1.2777505,-0.5085699,1.4322972,-0.20847657,-0.24058287,-0.5119176,0.09608139,1.2173178,-0.29180104
3.138602,-0.16604294,-1.8163891,-1.9709176,-0.17669751,-0.6222958,0.3240434,0.17633316,-0.29496327,-0.016268529
2.4873376,-1.0801553,0.18896204,0.07658917,0.9618803,-0.59542465,0.43422854,0.5686707,0.7203078,-0.7222501
2.5196326,-0.6542097,-1.9908166,0.8964836,1.3814626,0.20604156,-0.56080097,0.42015564,0.5471727,-0.35906786
3.489421,-0.5918352,-1.4320872,-1.0032824,-0.08988946,-0.08121602,-0.18926112,-0.3620634,0.5616106,-0.3376807
0.9780764,-0.88887477,-0.61357725,0.68086696,1.7588418,-0.17167456,-0.3623093,0.46129122,1.3922074,-0.7807724
1.9179097,-0.88953835,-1.3462118,-0.25423533,0.32474113,-0.28552702,-0.53173774,-1.1664622,-0.1804945,-0.42131317
0.2251499,2.9868238,-0.047096245,0.17045605,0.37247816,-0.028222164,-0.083529025,-0.26001662,0.12225253,-0.8368552
-0.75734836,3.2894583,1.6221381,0.73844165,-0.6633616,-1.3797276,-0.5809888,0.03683773,0.12191599,0.6403417
3.509268,-0.64862365,-1.7529716,-1.3614593,0.016421758,-0.06550003,-0.19552156,-0.22137314,-0.66761184,-0.012308089
3.2722723,-0.62211883,-1.5456612,-1.2818565,-0.4086881,-0.48003754,0.052683767,-0.14457773,0.30575085,-0.3825663
4.1955533,-0.36744556,-2.1133087,-0.8285948,-0.13471587,-0.22333717,-0.549686,-0.74783444,-0.05434461,-0.07687105
4.444626,-0.973514,-1.5899171,-0.016941682,-0.42643416,-0.25709927,-0.7311033,0.67855006,-0.4562602,-0.0065687075
3.6914334,-0.9237426,-0.81503177,0.80268866,0.8383968,0.119263135,-1.173677,1.0614845,-0.3155908,-0.073289946
-0.34552804,2.5388303,1.1693432,0.51143473,-1.4803882,-1.1976699,0.15876977,0.14336286,0.07874581,0.8069408
0.60043484,2.4894762,0.58273405,-0.28698924,0.006263177,0.6455782,0.10702439,-0.060883444,0.46623063,-0.18354869
2.7501526,-0.9442517,0.5579665,0.46472237,1.2823318,-0.017240789,-0.7800236,-0.30332416,1.5815605,-0.69683045
2.419883,-1.0296793,-3.2159426,0.06255683,0.5793895,0.2784506,-0.6930221,-0.4610704,0.17335464,-0.5855156
3.8279848,-1.0359274,-1.871061,-0.3512139,-0.27876782,-1.1003855,-1.112432,0.5395776,0.6765773,-0.6320754
2.433293,-1.6326476,-1.6918613,-0.39835334,0.3534449,-1.1644576,-0.37823033,-0.7321716,1.3770696,-0.80178946
2.1880245,-0.5030638,-1.9211236,0.43573532,1.0963608,1.5581222,-0.5084749,0.02913393,1.0980494,-0.9084608
3.2908678,-0.7339967,-2.0700428,-0.5190018,0.44165862,-0.23788664,-0.5959495,0.18235007,-0.02082621,0.15277085
0.7864567,-1.696987,0.5676363,2.0066612,1.8639432,0.48117635,-0.28941953,-0.45885795,-0.035217285,0.6386852
0.80066204,-1.4757754,-1.2343963,1.3614565,1.7713822,1.3301136,-0.034479063,0.473141,0.8965827,-1.6882259
4.2616267,-1.0241141,-1.4016626,-1.1399353,-0.3481616,-0.52431047,-0.7861529,0.11896947,-0.50120455,-0.4568863
2.0627723,-0.37879172,-2.3572035,-1.3649083,0.1663092,0.02024848,-0.45410028,-0.7079321,-0.37648812,0.5307788
0.9100758,-0.8339551,-1.2529172,2.0802855,0.443415,0.7354983,0.41043487,0.71863765,-0.053325582,-0.26761067
2.3857267,-0.6605734,-0.38608253,1.4552543,0.8306667,0.13619357,-0.15130523,0.5950641,-0.378848,0.20519349
2.0777423,-1.3276008,-0.85079,1.9799422,1.2428263,0.2944678,-1.2498426,0.60734004,0.32044366,-0.2775941
2.658265,-0.83370703,-2.2127635,-0.29457903,0.058832906,0.36288184,-0.6755144,0.23421153,1.1740787,0.111237355
2.659998,-0.5828043,-1.861914,0.87865204,0.57324684,0.9329443,-0.7300741,0.90048265,0.501925,-0.5148089
2.5632443,-1.1339543,-0.70027167,1.9869316,0.6575736,0.21275684,-0.39567828,0.09000833,0.8961362,-1.1294985
3.750967,-0.33847833,-1.3968675,-1.5242647,-0.20133491,-0.52205986,-0.032603756,-0.175733,-0.6091101,0.48482853
3.904465,-0.8099025,-0.39079586,-1.6031415,-0.108430795,-0.99830353,-0.50337934,-0.5106923,0.71742517,-0.07896392
1.5223756,-0.8788836,-0.83131456,1.9619156,0.09197829,0.4837007,-0.68604374,-0.15459825,-0.40210196,0.1862974
4.4073462,-0.5371051,-0.89698386,-1.0426168,-0.10868407,-0.44004172,-0.8337869,0.35982525,0.7453596,-0.45021138
2.8701699,-1.0754931,-1.7186891,-0.24996065,1.4224734,-0.47747114,0.35400334,1.1236837,-0.5067352,0.018170314
3.538951,-0.62444097,-1.7570218,-0.52185744,-0.06617086,-0.47623184,-0.70481324,-0.43836957,0.28381354,-0.083947614
3.6995165,-1.2011514,-1.4661351,-0.4146733,-0.072676085,-1.3124381,-0.81723326,0.03647188,0.57384074,-0.34316692
1.0111059,-1.2185371,-0.50132215,2.099631,0.84882504,0.4358513,-0.054792073,-0.025333162,0.52989703,-0.7246008
2.2724984,-1.1737332,1.0690932,1.1819948,-0.38845846,-0.17625278,0.09798982,-0.1691431,1.2929076,-0.792559
2.707788,-1.0077579,-1.3435323,-0.7217998,0.24353012,-0.84282434,0.24888599,0.07856096,0.72398514,-0.5018807
3.5761337,-0.8800823,-2.0492554,-0.7271365,-0.63018054,-0.43942448,-0.25157213,-0.1644148,-0.36804414,0.26134157
4.1754017,-0.5403478,-1.0647448,-2.1268094,-0.20721045,-0.6893358,0.80136186,0.46144238,-0.31217733,-0.098419145
0.50781006,2.6989644,0.50318146,0.16539225,-0.39228532,-0.04708802,0.6912641,-0.42140952,0.38229954,-0.25309524
-0.53542644,2.60201,-0.70018405,0.4489735,0.3113352,-0.10440943,-0.024079245,-0.5727192,-0.13442339,-0.025570838
-0.94114894,2.8251872,-0.57974607,0.40172818,-1.1297276,-0.72181946,0.031904362,0.057766978,0.26624095,0.43913502
3.2367077,-1.2307397,-0.545193,1.0054318,-0.6357705,0.3152068,0.21992056,-0.04228632,-0.41017178,0.09745036
3.5291507,-0.9965356,-1.2590656,0.14549154,-1.1247746,-0.16673587,-0.3479389,-0.11580039,-0.71687716,0.15279156
2.4206562,-1.512667,0.40121815,0.18715154,0.14173569,-0.52462727,-0.48985523,0.057628118,2.2438583,-0.88391703
-0.6150653,-1.0292951,0.1301332,3.2775953,2.035326,1.1469339,0.0689139,1.2024049,0.9323825,-0.62309587
3.3223543,-0.18438347,-0.973006,-1.9502877,-0.052925877,-0.4775856,0.46703804,-0.14208588,-0.44933537,0.2866272
-0.37679636,2.988949,1.4084709,0.19973342,-0.08500115,0.02002542,-0.39340287,-0.3415361,0.19827229,0.081513494
0.8334421,-1.1723185,-0.84992176,1.1467669,1.4148545,0.3026396,0.8697222,0.9983305,0.17957178,-0.8622555
0.47043213,-0.7801213,-0.73844427,0.032443654,0.4840195,-0.53424275,-0.2786249,-0.23171324,1.4060035,0.07544143
2.119706,-1.5022999,-0.67992216,1.5289109,0.5097638,0.24149276,0.036768526,-0.20156182,0.7606576,-0.44410056
1.4773672,-1.2253541,-1.632017,1.8475047,-0.12225151,0.93271834,-0.3834333,-0.041002233,0.43428943,-0.37162542
-0.08520597,-0.8685799,-0.11530299,-0.72711635,0.8704404,-0.38809627,-0.044168677,-0.8677813,1.3526938,0.1796203
2.7623482,-0.82013464,-0.76919425,1.3476351,-0.14537583,0.11891316,-0.57086563,0.028291566,-0.52115524,-0.21580978
3.6993701,-1.2308447,-0.030053888,0.47035974,0.16018474,-0.48138762,-1.1874006,-0.3925998,0.7916552,-1.3340412
2.0404253,-1.1467218,-0.46319067,2.2201436,0.8044112,0.05021545,-0.6903283,0.42988026,0.02711822,-0.27534372
1.8904771,-1.3569367,0.20182551,1.8543798,0.51591814,-0.2514489,0.3431446,-0.07015007,-0.046936948,0.2859123
3.4124002,-0.44327596,-1.7093867,-0.92411643,-0.075728744,-0.32813212,0.08656008,0.31161302,-0.8857726,-0.13001922
1.5678034,-0.4705154,-1.4415573,-0.66224176,0.3283438,-0.26041672,-0.6788655,-0.35490808,0.43996394,-0.05835815
3.7183332,-1.2101916,-1.7363563,0.06279315,0.00059047295,-0.40821132,-0.1966686,0.12241733,1.0339981,-1.293744
0.38685858,2.7531016,-1.1883714,0.218068,0.24959685,0.06923625,0.0760919,-0.2172833,0.011497552,-0.55361056
3.4544892,-0.59738654,-1.3976295,0.42807245,-0.1580192,-0.23816657,-0.837289,0.4172292,0.062921636,-0.27191436
1.1496944,-1.2279837,-1.3781761,2.4685295,1.1974512,1.0767338,-0.3605827,0.8416292,1.1912332,-0.02806091
2.403927,-1.1528327,-0.49148095,1.495908,-0.06343128,0.0931519,-1.1082102,-0.25497285,0.77130663,-0.4194622
3.9156156,-0.6766299,-0.64170563,-0.100589156,0.16953905,-0.26002577,-1.050436,-0.35053492,0.84411186,-0.6907308
1.8283072,-0.20673324,0.610883,-1.1006445,1.4566505,-0.33134243,1.3978465,-0.582604,-0.77536154,1.2452546
3.1502824,-0.8456829,-2.1476588,0.70283026,0.13026895,0.31996825,-0.66385216,0.41373625,0.07475808,-0.2173892
4.383326,-0.5383132,-1.1238786,-0.6591541,0.26735577,-0.20470749,-0.7556838,-1.0101466,0.3007741,-0.34209445
4.472867,-0.75944215,-0.6978601,-1.859393,-0.71636075,-0.6781666,-0.48115465,0.43887863,0.05632173,-0.08796139
3.5793655,-0.5648262,-1.3677999,0.1817936,-0.19423796,0.7064137,-0.91066873,-0.0721518,-0.040752307,-0.1670144
4.0727777,-0.67268497,-1.1496481,-0.40236816,-0.5882945,-0.08794045,-0.9090801,0.45087,-0.31240144,0.22619617
2.4701817,-0.9453892,-0.5949163,1.3778796,-0.026309999,0.38033438,-0.47044736,0.54361194,1.0872517,-0.8499765
1.4121108,-0.72069645,-1.149475,0.8547183,1.4880902,0.31753004,-0.2026614,0.66947335,1.4937718,-1.205252
3.330614,-0.9923717,-0.84158117,0.11720291,0.6671712,-0.4243585,-0.64496875,0.29636773,1.0406939,-0.21120676
3.0185206,-0.80940276,-1.4844894,1.3903607,0.6339269,-0.1197395,-0.22436316,0.64431643,0.738994,-0.3960517
2.8402903,-0.67348963,-1.4383969,0.9404227,-0.16101573,0.08919416,-1.2500418,0.4487314,0.2641052,-0.42144907
2.294828,-0.7017439,-1.4061521,0.017820882,0.4253097,-0.20965944,-0.97039753,-0.2912606,0.5409153,-0.7464102
3.4268086,-0.6168383,-1.3881197,-0.9797438,0.2712532,-0.767201,0.0846278,-0.11858596,0.27543485,-0.26257035
3.0677843,-0.99157625,-0.8055428,1.3422128,0.032920457,0.41642255,-0.53811115,-0.09148361,0.19756737,0.26647174
3.712102,-0.92120683,-1.2293735,-0.9700356,-0.47695318,-0.5331531,-0.2792126,0.316061,0.5610167,-0.30706003
2.346791,-1.3472148,-0.85495704,1.2039694,0.75422233,0.32688445,-0.88988113,0.55451584,1.009158,-0.1853226
2.60633,-0.6773991,-1.4866109,0.111062124,0.3263013,0.075941876,0.23982456,-0.08576496,1.1075321,-1.3447564
-1.404204,-1.6032846,0.36848128,2.290389,3.3118567,0.71104366,0.025265785,0.8921255,1.8599494,-0.5723691
1.1586301,-1.1694583,-1.3903345,1.6559129,0.22509234,0.30510512,-0.6148437,-0.39976886,-0.079879746,-0.31807917
3.083749,-0.73370427,-0.2275214,1.672403,0.60321975,0.51429415,-0.6252764,0.044053454,0.26868004,0.334419
4.3001695,-0.5501406,-1.1293441,-0.480177,-0.94899344,-0.21769178,-0.8413738,0.13609844,-0.4763414,0.37235427
3.7944002,-0.8593705,0.15099655,0.4781975,0.5597199,-0.19141008,-0.7182591,-0.09928686,0.23955186,0.45494333
1.9249873,-1.1604517,0.30044365,-0.17945,1.1135912,-0.3843998,0.09306834,0.6023453,1.0833981,-0.5989463
2.4183054,-1.690078,-1.7799076,1.4545987,0.005946047,0.027317693,-0.47499728,0.19483168,-0.28813085,0.17512755
2.7868266,-0.43694597,-1.1639596,-0.16105509,0.10521248,-0.012903064,-0.34466273,0.021533059,0.6805897,-0.79661673
5.020172,-0.61873907,0.49019024,-1.857182,-0.57850933,-0.713772,-0.4821837,0.12731834,-0.0047211978,-0.3657834
-0.5958104,0.9431223,-0.19973558,0.7143607,-1.0899456,-0.8813655,0.8649665,0.57590467,1.3413748,-0.18604659
4.295886,-0.75896764,-1.5711192,-0.8404012,-0.14912002,-0.20058802,-0.6406205,-0.12141001,-0.044059813,-0.21047403
-0.6664314,-2.0161836,0.83613247,0.9181895,2.1815012,-0.5707384,-0.42942104,-1.4935001,1.5282662,0.057188947
3.9882495,-0.7079649,-1.7167449,-1.5053476,0.09349947,-0.68587863,-0.31039307,0.083707444,-0.75782114,0.74621797
0.65459174,-0.42403245,-1.0365049,0.08799946,1.4016287,-0.11967153,-0.10974685,-0.33742693,0.92271847,0.04642482
2.8226974,-1.194793,-1.699452,1.2498592,0.5847996,0.5408838,-0.34434733,1.3010236,0.6336684,-0.65397763
2.664334,-1.4939433,-0.797545,2.0066173,0.86181325,0.3340092,-0.48398742,0.80704707,1.0901538,0.010925523
3.061905,-0.8794767,-1.0066078,0.5179749,0.800563,-0.57813054,0.061330598,0.8750642,0.847896,-0.84058005
2.9450681,-0.113798365,-2.609684,-1.6270047,-0.10093987,-0.46127698,0.326942,-0.4681952,-0.006126807,-0.5824249
4.0872283,-0.41299745,-0.97249186,-1.5164393,-0.07217376,-0.52820045,-0.7378159,0.1394012,-0.27598932,-0.2733918
0.1453488,-1.0299782,-1.5892527,3.1740155,1.4771116,1.5366784,-0.19981724,1.5448352,0.7947198,0.15710479
2.98242,-1.041031,-0.53868246,0.1952967,0.4211717,-0.69463384,-0.5076944,0.0683646,0.121506765,-0.77217793
3.8591862,-1.0704771,-1.6378574,-0.3335217,-0.93343645,0.28515732,-1.0132064,-0.11503246,-0.15995657,0.2571031
-0.3938925,3.969526,0.030426424,0.32470897,0.61444163,0.39678726,-0.4176176,0.12211051,-0.4526705,0.023620892
4.4565063,-0.5682805,-1.2309242,-0.5946,-0.435864,-0.047227725,-0.6601802,0.23972365,-1.3019282,0.21805
3.65987,-1.5306308,0.33123598,0.95544714,-0.24509127,-0.29888102,-0.4968892,-0.5165482,0.4932035,-1.0842084
3.5319357,-1.3602313,-0.5202858,-0.2188315,-0.54709977,1.111895,-1.650047,0.6584253,-0.5587914,0.32969525
3.7935376,-0.5642307,-1.6902982,0.46105674,-0.27245003,-0.045520432,-0.53496635,0.116021,-0.5057349,0.15333484
3.7938766,-0.4779226,-1.40277,-1.2322227,0.313664,-0.3263209,-0.3870097,0.6152594,-0.7168455,0.1782926
3.3049788,-0.72734225,-1.0633527,0.5808845,-0.10861337,0.01405031,-0.36264634,-0.009063525,0.012043444,-0.098538496
0.48424876,-0.08473638,0.33552882,-1.6414024,1.5774549,0.38372236,2.4477875,1.6431458,0.44679582,0.4548448
2.4168544,-1.9428489,1.2724015,0.823833,-0.25851944,0.12645589,-0.4837697,-1.6735569,0.65113294,0.8682365
2.3107555,-1.5369732,0.94091135,1.6501875,1.3312067,0.26401553,-0.8807362,-0.39440215,0.20035475,-0.4348239
3.3518662,-0.4168484,-0.94594115,-1.3752346,-0.029300427,-0.19491391,-0.32551315,0.36165866,-0.0419556,-0.78793675
2.5919442,-0.5220828,-1.9925292,-1.1957629,-0.035845432,-0.1212264,0.23592469,0.26755598,0.10690305,0.20379923
2.9293242,-0.6412274,-0.92919457,0.24865773,0.3457865,0.43269482,-0.31530336,-0.13478407,-0.17412059,0.13910185
0.9102118,-1.0352373,-0.67038053,2.2289476,1.4836498,1.0920904,0.014658905,0.22854425,0.7043905,-0.4503155
-0.027770743,-1.6340964,0.85440964,1.4405407,-0.2768977,-0.4276792,0.6300312,-0.5298608,-0.68871915,-0.1453789
